total reward,steps,episodes
9.0,10000,121
31.0,20000,220
127.0,30000,426
325.0,40000,815
319.0,50000,1219
348.0,60000,1637
340.0,70000,2064
350.0,80000,2482
352.0,90000,2897
343.0,100000,3322
