total reward,steps,episodes
3.0,10000,3
1.0,20000,4
0.0,30000,4
1.0,40000,5
1.0,50000,6
1.0,60000,7
0.0,70000,7
1.0,80000,8
2.0,90000,10
4.0,100000,14
7.0,110000,21
4.0,120000,25
8.0,130000,33
4.0,140000,37
7.0,150000,44
10.0,160000,54
11.0,170000,65
10.0,180000,75
19.0,190000,94
27.0,200000,121
15.0,210000,136
29.0,220000,165
40.0,230000,205
30.0,240000,235
43.0,250000,278
37.0,260000,315
43.0,270000,358
60.0,280000,418
37.0,290000,455
61.0,300000,516
79.0,310000,595
88.0,320000,683
84.0,330000,767
95.0,340000,862
129.0,350000,991
132.0,360000,1123
139.0,370000,1262
147.0,380000,1409
146.0,390000,1555
165.0,400000,1720
146.0,410000,1866
146.0,420000,2012
158.0,430000,2170
160.0,440000,2330
159.0,450000,2489
151.0,460000,2640
148.0,470000,2788
170.0,480000,2958
167.0,490000,3125
158.0,500000,3283
165.0,510000,3448
167.0,520000,3615
166.0,530000,3781
157.0,540000,3938
159.0,550000,4097
147.0,560000,4244
160.0,570000,4404
168.0,580000,4572
161.0,590000,4733
155.0,600000,4888
170.0,610000,5058
160.0,620000,5218
166.0,630000,5384
148.0,640000,5532
158.0,650000,5690
153.0,660000,5843
165.0,670000,6008
164.0,680000,6172
164.0,690000,6336
167.0,700000,6503
167.0,710000,6670
166.0,720000,6836
155.0,730000,6991
166.0,740000,7156
160.0,750000,7317
164.0,760000,7481
166.0,770000,7647
160.0,780000,7807
164.0,790000,7971
160.0,800000,8131
167.0,810000,8298
150.0,820000,8448
160.0,830000,8608
158.0,840000,8766
164.0,850000,8930
167.0,860000,9097
163.0,870000,9260
156.0,880000,9416
163.0,890000,9579
168.0,900000,9747
159.0,910000,9906
162.0,920000,10068
159.0,930000,10227
161.0,940000,10388
168.0,950000,10556
164.0,960000,10720
166.0,970000,10885
167.0,980000,11053
164.0,990000,11217
163.0,1000000,11380
161.0,1010000,11541
165.0,1020000,11706
141.0,1030000,11847
167.0,1040000,12014
165.0,1050000,12179
169.0,1060000,12348
163.0,1070000,12511
154.0,1080000,12665
171.0,1090000,12836
165.0,1100000,13001
167.0,1110000,13168
168.0,1120000,13336
165.0,1130000,13501
166.0,1140000,13667
165.0,1150000,13832
156.0,1160000,13988
158.0,1170000,14146
167.0,1180000,14312
165.0,1190000,14478
167.0,1200000,14645
159.0,1210000,14804
165.0,1220000,14969
167.0,1230000,15136
168.0,1240000,15304
167.0,1250000,15471
151.0,1260000,15622
168.0,1270000,15790
168.0,1280000,15958
167.0,1290000,16125
166.0,1300000,16291
168.0,1310000,16459
163.0,1320000,16622
164.0,1330000,16786
146.0,1340000,16932
165.0,1350000,17097
156.0,1360000,17253
165.0,1370000,17418
156.0,1380000,17574
167.0,1390000,17741
166.0,1400000,17907
166.0,1410000,18073
167.0,1420000,18240
158.0,1430000,18398
162.0,1440000,18560
157.0,1450000,18717
167.0,1460000,18884
167.0,1470000,19051
166.0,1480000,19217
166.0,1490000,19383
164.0,1500000,19547
168.0,1510000,19715
167.0,1520000,19882
163.0,1530000,20045
169.0,1540000,20214
166.0,1550000,20380
167.0,1560000,20547
168.0,1570000,20715
168.0,1580000,20883
167.0,1590000,21050
167.0,1600000,21217
161.0,1610000,21378
158.0,1620000,21536
167.0,1630000,21703
164.0,1640000,21867
166.0,1650000,22033
161.0,1660000,22194
169.0,1670000,22363
158.0,1680000,22521
167.0,1690000,22687
162.0,1700000,22850
164.0,1710000,23014
164.0,1720000,23178
167.0,1730000,23345
169.0,1740000,23514
168.0,1750000,23682
156.0,1760000,23838
157.0,1770000,23995
164.0,1780000,24159
167.0,1790000,24326
167.0,1800000,24493
169.0,1810000,24662
162.0,1820000,24824
165.0,1830000,24989
166.0,1840000,25155
164.0,1850000,25319
169.0,1860000,25488
167.0,1870000,25655
166.0,1880000,25821
164.0,1890000,25985
166.0,1900000,26151
166.0,1910000,26317
168.0,1920000,26485
163.0,1930000,26648
167.0,1940000,26815
164.0,1950000,26979
166.0,1960000,27145
168.0,1970000,27313
163.0,1980000,27476
167.0,1990000,27643
168.0,2000000,27811
