episodes,total reward,steps
196,10.0,10000
447,18.0,20000
703,22.0,30000
1033,33.0,40000
1362,36.0,50000
1771,82.0,60000
2166,73.0,70000
2533,72.0,80000
2886,58.0,90000
3256,60.0,100000
