steps,episodes,total reward
10000,98,17.0
20000,214,71.0
30000,657,353.0
40000,1138,388.0
50000,1616,391.0
60000,2104,393.0
70000,2579,397.0
80000,3060,395.0
90000,3535,386.0
100000,4017,394.0
