episodes,total reward,steps
103,-1.0300000000000007,10000
319,-2.159999999999998,20000
695,-3.759999999999964,30000
1064,-3.6899999999999653,40000
1413,-3.4899999999999696,50000
1781,-3.6799999999999655,60000
2159,-3.7799999999999634,70000
2516,-3.569999999999968,80000
2886,-3.699999999999965,90000
3247,-3.609999999999967,100000
