steps,episodes,total reward
10000,193,12.0
20000,469,44.0
30000,816,77.0
40000,1126,61.0
50000,1438,71.0
60000,1735,75.0
70000,1979,65.0
80000,2338,81.0
90000,2637,81.0
100000,2964,96.0
