episodes,steps,total reward
177,10000,56.0
404,20000,85.0
626,30000,82.0
889,40000,104.0
1121,50000,77.0
1355,60000,77.0
1576,70000,90.0
1835,80000,93.0
2115,90000,98.0
2294,100000,68.0
