episodes,steps,total reward
210,10000,49.0
378,20000,40.0
550,30000,59.0
719,40000,52.0
893,50000,61.0
1054,60000,47.0
1221,70000,62.0
1387,80000,66.0
1585,90000,71.0
1777,100000,60.0
