total reward,episodes,steps
42.0,171,10000
68.0,373,20000
89.0,622,30000
131.0,903,40000
145.0,1262,50000
79.0,1511,60000
141.0,1807,70000
155.0,2145,80000
95.0,2408,90000
147.0,2740,100000
