episodes,total reward,steps
247,0.0,10000
405,8.0,20000
543,16.0,30000
666,13.0,40000
786,17.0,50000
913,21.0,60000
1049,31.0,70000
1182,35.0,80000
1326,55.0,90000
1530,101.0,100000
