total reward,episodes,steps
28.0,170,10000
30.0,287,20000
28.0,403,30000
47.0,548,40000
56.0,708,50000
66.0,898,60000
53.0,1097,70000
90.0,1312,80000
145.0,1597,90000
183.0,1899,100000
