episodes,steps,total reward
145,10000,8.0
334,20000,90.0
626,30000,215.0
1051,40000,344.0
1468,50000,338.0
1882,60000,327.0
2298,70000,350.0
2716,80000,351.0
3138,90000,332.0
3547,100000,344.0
