episodes,steps,total reward
121,10000,0.0
214,20000,0.0
313,30000,19.0
516,40000,133.0
668,50000,94.0
893,60000,153.0
1151,70000,171.0
1402,80000,171.0
1638,90000,155.0
1861,100000,130.0
