steps,episodes,total reward
10000,153,35.0
20000,362,74.0
30000,591,77.0
40000,899,118.0
50000,1175,120.0
60000,1492,147.0
70000,1823,206.0
80000,2136,187.0
90000,2444,167.0
100000,2748,168.0
