steps,episodes,total reward
10000,223,36.0
20000,478,41.0
30000,851,62.0
40000,1273,79.0
50000,1613,55.0
60000,1967,64.0
70000,2304,61.0
80000,2878,118.0
90000,3376,95.0
100000,3890,99.0
