steps,episodes,total reward
10000,136,26.0
20000,342,56.0
30000,529,64.0
40000,744,76.0
50000,953,63.0
60000,1233,93.0
70000,1480,81.0
80000,1704,75.0
90000,1945,77.0
100000,2152,79.0
