steps,episodes,total reward
10000,128,0.0
20000,225,8.0
30000,421,118.0
40000,723,232.0
50000,1044,245.0
60000,1354,240.0
70000,1675,240.0
80000,1988,254.0
90000,2316,232.0
100000,2640,250.0
