steps,total reward,episodes
10000,49.0,150
20000,93.0,370
30000,118.0,587
40000,139.0,861
50000,191.0,1162
60000,183.0,1482
70000,178.0,1781
80000,142.0,2049
90000,113.0,2260
100000,176.0,2546
