steps,episodes,total reward
10000,180,50.0
20000,413,86.0
30000,635,91.0
40000,879,122.0
50000,1138,110.0
60000,1384,115.0
70000,1622,107.0
80000,1849,97.0
90000,2154,129.0
100000,2439,129.0
