total reward,steps,episodes
-1.1400000000000008,10000,114
-0.8500000000000005,20000,199
-0.7400000000000004,30000,273
-0.7900000000000005,40000,352
-0.6700000000000004,50000,419
-0.6600000000000004,60000,485
-0.47000000000000025,70000,532
-0.5500000000000003,80000,587
-0.6500000000000004,90000,652
-0.6400000000000003,100000,716
