total reward,steps,episodes
-0.8100000000000005,10000,81
-0.6800000000000004,20000,149
-0.45000000000000023,30000,194
-0.5300000000000002,40000,247
-0.4200000000000002,50000,289
-0.4400000000000002,60000,333
-0.5200000000000002,70000,385
-0.48000000000000026,80000,433
-0.45000000000000023,90000,478
-0.5200000000000002,100000,529
