steps,episodes,total reward
10000,180,5.0
20000,393,21.0
30000,651,25.0
40000,865,32.0
50000,1137,44.0
60000,1429,70.0
70000,1692,42.0
80000,1894,35.0
90000,2132,30.0
100000,2352,50.0
