episodes,total reward,steps
267,6.0,10000
458,4.0,20000
664,4.0,30000
870,3.0,40000
1086,8.0,50000
1282,10.0,60000
1480,8.0,70000
1689,10.0,80000
1886,6.0,90000
2085,4.0,100000
