steps,episodes,total reward
10000,132,29.0
20000,295,33.0
30000,486,64.0
40000,734,118.0
50000,961,99.0
60000,1229,120.0
70000,1442,93.0
80000,1684,112.0
90000,1891,89.0
100000,2068,76.0
