episodes,total reward,steps
170,31.0,10000
330,45.0,20000
491,45.0,30000
651,41.0,40000
825,54.0,50000
1047,68.0,60000
1262,55.0,70000
1459,63.0,80000
1743,116.0,90000
2032,138.0,100000
