episodes,steps,total reward
110,10000,22.0
250,20000,77.0
689,30000,359.0
1172,40000,395.0
1660,50000,386.0
2141,60000,396.0
2622,70000,391.0
3109,80000,389.0
3604,90000,390.0
4085,100000,383.0
