episodes,total reward,steps
166,42.0,10000
337,47.0,20000
518,49.0,30000
745,78.0,40000
958,71.0,50000
1168,81.0,60000
1379,81.0,70000
1606,84.0,80000
1810,93.0,90000
2066,111.0,100000
