steps,episodes,total reward
10000,98,11.0
20000,377,200.0
30000,786,331.0
40000,1218,338.0
50000,1645,357.0
60000,2087,334.0
70000,2520,342.0
80000,2947,349.0
90000,3366,346.0
100000,3796,349.0
