total reward,steps,episodes
0.0,10000,0
0.0,20000,0
1.0,30000,1
0.0,40000,1
1.0,50000,2
0.0,60000,2
1.0,70000,3
0.0,80000,3
1.0,90000,4
1.0,100000,5
2.0,110000,7
1.0,120000,8
2.0,130000,10
2.0,140000,12
2.0,150000,14
2.0,160000,16
3.0,170000,19
1.0,180000,20
2.0,190000,22
2.0,200000,24
1.0,210000,25
2.0,220000,27
4.0,230000,31
3.0,240000,34
3.0,250000,37
1.0,260000,38
3.0,270000,41
3.0,280000,44
3.0,290000,47
2.0,300000,49
4.0,310000,53
2.0,320000,55
2.0,330000,57
3.0,340000,60
2.0,350000,62
2.0,360000,64
3.0,370000,67
3.0,380000,70
6.0,390000,76
4.0,400000,80
2.0,410000,82
6.0,420000,88
2.0,430000,90
4.0,440000,94
5.0,450000,99
6.0,460000,105
4.0,470000,109
7.0,480000,116
9.0,490000,125
5.0,500000,130
8.0,510000,138
8.0,520000,146
11.0,530000,157
7.0,540000,164
9.0,550000,173
10.0,560000,183
9.0,570000,192
8.0,580000,200
12.0,590000,212
9.0,600000,221
11.0,610000,232
17.0,620000,249
17.0,630000,266
13.0,640000,279
18.0,650000,297
26.0,660000,323
28.0,670000,351
29.0,680000,380
35.0,690000,415
36.0,700000,451
47.0,710000,498
45.0,720000,543
116.0,730000,659
115.0,740000,774
124.0,750000,898
134.0,760000,1032
152.0,770000,1184
129.0,780000,1313
147.0,790000,1460
152.0,800000,1612
156.0,810000,1768
156.0,820000,1924
158.0,830000,2082
148.0,840000,2230
160.0,850000,2390
158.0,860000,2548
160.0,870000,2708
154.0,880000,2862
154.0,890000,3016
160.0,900000,3176
158.0,910000,3334
159.0,920000,3493
158.0,930000,3651
156.0,940000,3807
159.0,950000,3966
159.0,960000,4125
158.0,970000,4283
159.0,980000,4442
161.0,990000,4603
157.0,1000000,4760
156.0,1010000,4916
159.0,1020000,5075
154.0,1030000,5229
159.0,1040000,5388
160.0,1050000,5548
159.0,1060000,5707
157.0,1070000,5864
150.0,1080000,6013
158.0,1090000,6172
159.0,1100000,6331
158.0,1110000,6489
160.0,1120000,6649
154.0,1130000,6803
159.0,1140000,6962
145.0,1150000,7107
159.0,1160000,7266
159.0,1170000,7425
160.0,1180000,7585
159.0,1190000,7744
160.0,1200000,7904
160.0,1210000,8064
160.0,1220000,8224
150.0,1230000,8374
160.0,1240000,8534
159.0,1250000,8693
160.0,1260000,8853
158.0,1270000,9011
154.0,1280000,9165
154.0,1290000,9319
160.0,1300000,9479
160.0,1310000,9639
158.0,1320000,9797
158.0,1330000,9955
148.0,1340000,10103
156.0,1350000,10259
160.0,1360000,10419
159.0,1370000,10578
160.0,1380000,10738
160.0,1390000,10898
159.0,1400000,11057
160.0,1410000,11217
159.0,1420000,11376
159.0,1430000,11535
159.0,1440000,11694
155.0,1450000,11849
157.0,1460000,12006
154.0,1470000,12160
160.0,1480000,12320
156.0,1490000,12476
159.0,1500000,12635
159.0,1510000,12794
158.0,1520000,12952
160.0,1530000,13112
159.0,1540000,13271
151.0,1550000,13422
157.0,1560000,13579
160.0,1570000,13739
158.0,1580000,13897
160.0,1590000,14057
160.0,1600000,14217
159.0,1610000,14376
160.0,1620000,14536
159.0,1630000,14695
159.0,1640000,14854
160.0,1650000,15014
157.0,1660000,15171
160.0,1670000,15331
158.0,1680000,15489
158.0,1690000,15647
158.0,1700000,15805
159.0,1710000,15964
158.0,1720000,16122
160.0,1730000,16282
160.0,1740000,16442
159.0,1750000,16601
151.0,1760000,16752
158.0,1770000,16910
159.0,1780000,17069
160.0,1790000,17229
159.0,1800000,17388
159.0,1810000,17547
149.0,1820000,17696
160.0,1830000,17856
158.0,1840000,18014
160.0,1850000,18173
146.0,1860000,18320
159.0,1870000,18479
158.0,1880000,18637
160.0,1890000,18797
159.0,1900000,18956
160.0,1910000,19116
160.0,1920000,19276
160.0,1930000,19436
159.0,1940000,19595
160.0,1950000,19755
161.0,1960000,19916
158.0,1970000,20074
160.0,1980000,20234
158.0,1990000,20392
160.0,2000000,20552
