steps,episodes,total reward
10000,127,23.0
20000,261,25.0
30000,391,35.0
40000,543,36.0
50000,714,64.0
60000,872,60.0
70000,1029,61.0
80000,1206,50.0
90000,1348,37.0
100000,1533,61.0
