steps,total reward,episodes
10000,7.0,273
20000,9.0,497
30000,2.0,727
40000,8.0,934
50000,8.0,1180
60000,13.0,1386
70000,15.0,1626
80000,9.0,1838
90000,8.0,2068
100000,5.0,2271
