total reward,steps,episodes
6.0,10000,140
63.0,20000,305
158.0,30000,534
351.0,40000,952
322.0,50000,1366
334.0,60000,1783
342.0,70000,2212
350.0,80000,2644
347.0,90000,3063
357.0,100000,3502
