total reward,steps,episodes
18.46,10000,174
28.109999999999953,20000,292
19.389999999999983,30000,373
24.379999999999978,40000,460
29.439999999999976,50000,546
31.31999999999995,60000,646
37.23999999999999,70000,760
39.27999999999998,80000,872
41.48,90000,966
47.16000000000003,100000,1098
