steps,episodes,total reward
10000,157,50.0
20000,314,44.0
30000,475,43.0
40000,690,66.0
50000,873,72.0
60000,1046,48.0
70000,1246,55.0
80000,1432,53.0
90000,1617,55.0
100000,1828,70.0
