total reward,episodes,steps
0.0,137,10000
0.0,221,20000
6.0,303,30000
69.0,446,40000
142.0,647,50000
157.0,887,60000
142.0,1118,70000
151.0,1344,80000
141.0,1564,90000
142.0,1782,100000
