steps,total reward,episodes
10000,7.0,199
20000,19.0,394
30000,42.0,624
40000,17.0,867
50000,36.0,1118
60000,45.0,1403
70000,42.0,1645
80000,74.0,1947
90000,67.0,2225
100000,61.0,2504
