total reward,episodes,steps
10.0,120,10000
23.0,211,20000
30.0,307,30000
50.0,420,40000
191.0,674,50000
299.0,1049,60000
347.0,1455,70000
333.0,1887,80000
331.0,2304,90000
344.0,2732,100000
