total reward,episodes,steps
22.0,174,10000
86.0,406,20000
97.0,670,30000
127.0,934,40000
101.0,1204,50000
132.0,1486,60000
98.0,1771,70000
128.0,2071,80000
144.0,2358,90000
124.0,2622,100000
