steps,episodes,total reward
10000,120,10.920000000000005
20000,417,121.25999999999968
30000,894,183.09000000000054
40000,1402,193.89000000000047
50000,1892,201.1300000000005
60000,2365,184.15000000000043
70000,2864,187.92000000000033
80000,3358,180.90000000000015
90000,3844,185.02000000000027
100000,4337,197.07000000000033
