episodes,steps,total reward
238,10000,1.0
391,20000,5.0
510,30000,15.0
636,40000,13.0
742,50000,16.0
868,60000,22.0
1011,70000,36.0
1160,80000,37.0
1321,90000,63.0
1504,100000,96.0
