total reward,episodes,steps
25.0,108,10000
81.0,242,20000
359.0,688,30000
393.0,1161,40000
398.0,1640,50000
387.0,2130,60000
409.0,2608,70000
394.0,3077,80000
397.0,3564,90000
391.0,4048,100000
