steps,total reward,episodes
10000,4.0,193
20000,19.0,391
30000,34.0,669
40000,50.0,987
50000,43.0,1293
60000,65.0,1596
70000,54.0,1890
80000,80.0,2212
90000,51.0,2524
100000,47.0,2777
