steps,total reward,episodes
10000,17.0,220
20000,11.0,454
30000,35.0,758
40000,37.0,1102
50000,38.0,1454
60000,57.0,1825
70000,62.0,2259
80000,71.0,2738
90000,64.0,3177
100000,60.0,3625
