steps,episodes,total reward
10000,118,28.0
20000,290,80.0
30000,632,231.0
40000,932,201.0
50000,1310,272.0
60000,1685,282.0
70000,2060,277.0
80000,2437,279.0
90000,2811,262.0
100000,3196,281.0
