episodes,steps,total reward
271,10000,29.0
489,20000,26.0
702,30000,15.0
905,40000,26.0
1115,50000,32.0
1330,60000,27.0
1580,70000,34.0
1850,80000,44.0
2097,90000,34.0
2329,100000,25.0
