episodes,steps,total reward
158,10000,55.0
397,20000,111.0
641,30000,111.0
897,40000,144.0
1201,50000,175.0
1538,60000,190.0
1801,70000,143.0
2089,80000,176.0
2407,90000,193.0
2690,100000,179.0
