steps,total reward,episodes
10000,0.0,221
20000,5.0,363
30000,16.0,524
40000,23.0,663
50000,45.0,801
60000,87.0,1006
70000,87.0,1186
80000,110.0,1402
90000,123.0,1624
100000,145.0,1891
