total reward,steps,episodes
13.980000000000006,10000,117
109.91999999999969,20000,437
189.2700000000002,30000,902
189.12000000000046,40000,1381
191.2000000000005,50000,1856
202.1700000000004,60000,2344
192.1200000000004,70000,2827
192.02000000000055,80000,3320
190.11000000000033,90000,3802
180.00000000000037,100000,4285
