episodes,total reward,steps
131,0.0,10000
224,2.0,20000
358,68.0,30000
705,265.0,40000
1027,234.0,50000
1385,292.0,60000
1709,251.0,70000
2053,272.0,80000
2429,298.0,90000
2821,301.0,100000
