episodes,total reward,steps
181,20.0,10000
443,35.0,20000
740,45.0,30000
1081,54.0,40000
1469,67.0,50000
1861,64.0,60000
2166,59.0,70000
2503,56.0,80000
2838,56.0,90000
3181,62.0,100000
