steps,episodes,total reward
10000,119,1.8400000000000105
20000,207,0.12999999999999934
30000,452,67.24000000000011
40000,885,169.39000000000004
50000,1392,182.79000000000036
60000,1875,186.0600000000003
70000,2365,187.00000000000034
80000,2848,187.07000000000053
90000,3348,186.90000000000038
100000,3838,188.01000000000045
