total reward,steps,episodes
64.0,10000,199
55.0,20000,361
45.0,30000,509
49.0,40000,642
58.0,50000,797
53.0,60000,963
32.0,70000,1107
39.0,80000,1249
48.0,90000,1418
57.0,100000,1569
