episodes,steps,total reward
97,10000,20.0
386,20000,200.0
836,30000,353.0
1292,40000,356.0
1747,50000,360.0
2201,60000,370.0
2666,70000,371.0
3118,80000,358.0
3582,90000,364.0
4045,100000,359.0
