episodes,steps,total reward
196,10000,52.0
388,20000,59.0
661,30000,96.0
971,40000,108.0
1231,50000,104.0
1530,60000,106.0
1882,70000,126.0
2197,80000,103.0
2510,90000,153.0
2771,100000,102.0
