steps,episodes,total reward
10000,169,60.0
20000,376,77.0
30000,594,86.0
40000,889,123.0
50000,1164,114.0
60000,1440,101.0
70000,1724,106.0
80000,2052,135.0
90000,2334,81.0
100000,2562,78.0
