episodes,total reward,steps
2,2.0,10000
4,2.0,20000
4,0.0,30000
5,1.0,40000
6,1.0,50000
6,0.0,60000
7,1.0,70000
8,1.0,80000
10,2.0,90000
14,4.0,100000
17,3.0,110000
22,5.0,120000
24,2.0,130000
27,3.0,140000
31,4.0,150000
37,6.0,160000
37,0.0,170000
42,5.0,180000
47,5.0,190000
51,4.0,200000
55,4.0,210000
63,8.0,220000
67,4.0,230000
73,6.0,240000
77,4.0,250000
83,6.0,260000
88,5.0,270000
97,9.0,280000
104,7.0,290000
108,4.0,300000
117,9.0,310000
127,10.0,320000
137,10.0,330000
144,7.0,340000
148,4.0,350000
156,8.0,360000
168,12.0,370000
176,8.0,380000
193,17.0,390000
198,5.0,400000
208,10.0,410000
217,9.0,420000
228,11.0,430000
244,16.0,440000
257,13.0,450000
268,11.0,460000
285,17.0,470000
295,10.0,480000
317,22.0,490000
337,20.0,500000
357,20.0,510000
374,17.0,520000
397,23.0,530000
415,18.0,540000
437,22.0,550000
457,20.0,560000
477,20.0,570000
488,11.0,580000
527,39.0,590000
537,10.0,600000
575,38.0,610000
616,41.0,620000
648,32.0,630000
688,40.0,640000
708,20.0,650000
767,59.0,660000
817,50.0,670000
857,40.0,680000
914,57.0,690000
960,46.0,700000
1028,68.0,710000
1095,67.0,720000
1148,53.0,730000
1208,60.0,740000
1287,79.0,750000
1364,77.0,760000
1447,83.0,770000
1517,70.0,780000
1612,95.0,790000
1717,105.0,800000
1832,115.0,810000
1948,116.0,820000
2057,109.0,830000
2174,117.0,840000
2297,123.0,850000
2436,139.0,860000
2554,118.0,870000
2697,143.0,880000
2843,146.0,890000
2977,135.0,900000
3135,157.0,910000
3298,163.0,920000
3448,150.0,930000
3588,140.0,940000
3757,169.0,950000
3938,181.0,960000
4088,150.0,970000
4259,171.0,980000
4423,164.0,990000
4605,182.0,1000000
4777,172.0,1010000
4952,175.0,1020000
5142,190.0,1030000
5335,193.0,1040000
5545,210.0,1050000
5751,206.0,1060000
5958,207.0,1070000
6175,217.0,1080000
6391,216.0,1090000
6607,216.0,1100000
6825,218.0,1110000
7038,213.0,1120000
7256,218.0,1130000
7475,219.0,1140000
7690,215.0,1150000
7888,198.0,1160000
8095,207.0,1170000
8307,212.0,1180000
8520,213.0,1190000
8736,216.0,1200000
8945,209.0,1210000
9158,213.0,1220000
9377,219.0,1230000
9593,216.0,1240000
9806,213.0,1250000
10021,215.0,1260000
10238,217.0,1270000
10442,204.0,1280000
10661,219.0,1290000
10869,208.0,1300000
11078,209.0,1310000
11294,216.0,1320000
11508,214.0,1330000
11726,218.0,1340000
11941,215.0,1350000
12160,219.0,1360000
12378,218.0,1370000
12595,217.0,1380000
12814,219.0,1390000
13030,216.0,1400000
13243,213.0,1410000
13455,212.0,1420000
13672,217.0,1430000
13891,219.0,1440000
14107,216.0,1450000
14325,218.0,1460000
14544,219.0,1470000
14763,219.0,1480000
14983,220.0,1490000
15198,215.0,1500000
15415,217.0,1510000
15635,220.0,1520000
15853,218.0,1530000
16070,217.0,1540000
16289,219.0,1550000
16508,219.0,1560000
16713,205.0,1570000
16934,221.0,1580000
17150,216.0,1590000
17368,218.0,1600000
17588,220.0,1610000
17807,219.0,1620000
18025,218.0,1630000
18244,219.0,1640000
18462,218.0,1650000
18683,221.0,1660000
18899,216.0,1670000
19117,218.0,1680000
19338,221.0,1690000
19558,220.0,1700000
19775,217.0,1710000
19994,219.0,1720000
20210,216.0,1730000
20429,219.0,1740000
20647,218.0,1750000
20858,211.0,1760000
21078,220.0,1770000
21298,220.0,1780000
21517,219.0,1790000
21736,219.0,1800000
21954,218.0,1810000
22173,219.0,1820000
22388,215.0,1830000
22608,220.0,1840000
22828,220.0,1850000
23049,221.0,1860000
23268,219.0,1870000
23485,217.0,1880000
23702,217.0,1890000
23921,219.0,1900000
24140,219.0,1910000
24357,217.0,1920000
24576,219.0,1930000
24793,217.0,1940000
25009,216.0,1950000
25227,218.0,1960000
25445,218.0,1970000
25663,218.0,1980000
25881,218.0,1990000
26099,218.0,2000000
