episodes,steps,total reward
155,10000,37.0
345,20000,52.0
563,30000,74.0
852,40000,140.0
1185,50000,191.0
1521,60000,208.0
1835,70000,164.0
2094,80000,130.0
2432,90000,132.0
2725,100000,143.0
