steps,episodes,total reward
10000,180,25.0
20000,289,30.0
30000,366,21.0
40000,446,30.0
50000,553,35.0
60000,658,34.0
70000,790,53.0
80000,902,56.0
90000,1054,69.0
100000,1197,86.0
