steps,episodes,total reward
10000,154,8.0
20000,394,112.0
30000,636,118.0
40000,897,134.0
50000,1203,141.0
60000,1460,123.0
70000,1690,130.0
80000,1954,156.0
90000,2253,160.0
100000,2566,201.0
