steps,total reward,episodes
10000,7.0,181
20000,8.0,362
30000,23.0,606
40000,16.0,860
50000,32.0,1113
60000,16.0,1349
70000,44.0,1572
80000,37.0,1806
90000,23.0,2007
100000,29.0,2186
