1.0	0.0482	0.0941	0.1383
2.0	0.0772	0.1063	0.1567
3.0	0.1093	0.1467	0.1949
4.0	0.1189	0.1589	0.1978
5.0	0.1334	0.1685	0.2101
6.0	0.1494	0.1873	0.2378
7.0	0.1724	0.2037	0.2556
8.0	0.1920	0.2386	0.2752
9.0	0.1996	0.2438	0.2928
10.0	0.2206	0.2579	0.2999
11.0	0.2253	0.2722	0.3082
12.0	0.2456	0.2832	0.3229
13.0	0.2482	0.2973	0.3293
14.0	0.2651	0.2960	0.3349
15.0	0.2708	0.3040	0.3492
16.0	0.2775	0.3077	0.3624
17.0	0.2804	0.3120	0.3723
18.0	0.2946	0.3251	0.3755
19.0	0.3046	0.3280	0.3816
20.0	0.3137	0.3436	0.3873
21.0	0.3182	0.3621	0.4005
22.0	0.3340	0.3775	0.4274
23.0	0.3601	0.3933	0.4427
24.0	0.3725	0.4090	0.4492
25.0	0.3821	0.4214	0.4504
26.0	0.3991	0.4364	0.4654
27.0	0.4138	0.4504	0.4828
28.0	0.4199	0.4532	0.4894
29.0	0.4323	0.4599	0.4863
30.0	0.4382	0.4667	0.5056
31.0	0.4531	0.4790	0.5144
32.0	0.4669	0.4946	0.5279
33.0	0.4665	0.5037	0.5375
34.0	0.4746	0.5139	0.5525
35.0	0.4754	0.5132	0.5475
36.0	0.4860	0.5193	0.5467
37.0	0.4896	0.5275	0.5592
38.0	0.4986	0.5339	0.5693
39.0	0.4952	0.5322	0.5640
40.0	0.4986	0.5330	0.5614
41.0	0.5048	0.5270	0.5602
42.0	0.5039	0.5323	0.5576
43.0	0.5062	0.5410	0.5633
44.0	0.5093	0.5473	0.5714
45.0	0.5034	0.5447	0.5684
46.0	0.5034	0.5410	0.5669
47.0	0.5083	0.5422	0.5662
48.0	0.5158	0.5354	0.5632
49.0	0.5057	0.5366	0.5616
50.0	0.5054	0.5352	0.5634
51.0	0.5075	0.5375	0.5624
52.0	0.5050	0.5386	0.5676
53.0	0.5029	0.5360	0.5668
54.0	0.5076	0.5376	0.5590
55.0	0.5014	0.5325	0.5598
56.0	0.5067	0.5367	0.5662
57.0	0.5085	0.5267	0.5696
58.0	0.4890	0.5267	0.5639
59.0	0.4952	0.5301	0.5558
60.0	0.4862	0.5318	0.5563
61.0	0.4888	0.5233	0.5531
62.0	0.5004	0.5271	0.5470
63.0	0.4991	0.5199	0.5485
64.0	0.4898	0.5192	0.5465
65.0	0.4935	0.5158	0.5559
66.0	0.4982	0.5251	0.5674
67.0	0.4973	0.5314	0.5631
68.0	0.4988	0.5188	0.5643
69.0	0.5011	0.5252	0.5580
70.0	0.4930	0.5228	0.5678
71.0	0.4951	0.5234	0.5627
72.0	0.4894	0.5264	0.5601
73.0	0.4928	0.5233	0.5557
74.0	0.4914	0.5217	0.5496
75.0	0.4985	0.5181	0.5582
76.0	0.4877	0.5203	0.5557
77.0	0.4956	0.5231	0.5653
78.0	0.4868	0.5252	0.5705
79.0	0.4848	0.5246	0.5660
80.0	0.4826	0.5242	0.5641
81.0	0.4885	0.5318	0.5679
82.0	0.4875	0.5167	0.5768
83.0	0.4884	0.5223	0.5751
84.0	0.4815	0.5275	0.5578
85.0	0.4798	0.5313	0.5624
86.0	0.4791	0.5383	0.5607
87.0	0.4780	0.5296	0.5730
88.0	0.4808	0.5270	0.5736
89.0	0.4756	0.5392	0.5694
90.0	0.4779	0.5379	0.5757
91.0	0.4816	0.5275	0.5740
92.0	0.4785	0.5327	0.5665
93.0	0.4867	0.5298	0.5686
94.0	0.4808	0.5286	0.5606
95.0	0.4880	0.5167	0.5621
96.0	0.4820	0.5102	0.5508
97.0	0.4765	0.5166	0.5432
98.0	0.4648	0.5163	0.5493
99.0	0.4712	0.5197	0.5499
