episodes,total reward,steps
1,1.0,10000
3,2.0,20000
4,1.0,30000
4,0.0,40000
5,1.0,50000
5,0.0,60000
5,0.0,70000
7,2.0,80000
7,0.0,90000
8,1.0,100000
9,1.0,110000
9,0.0,120000
10,1.0,130000
11,1.0,140000
11,0.0,150000
12,1.0,160000
13,1.0,170000
14,1.0,180000
14,0.0,190000
15,1.0,200000
16,1.0,210000
16,0.0,220000
17,1.0,230000
18,1.0,240000
19,1.0,250000
19,0.0,260000
20,1.0,270000
21,1.0,280000
22,1.0,290000
24,2.0,300000
24,0.0,310000
25,1.0,320000
27,2.0,330000
27,0.0,340000
28,1.0,350000
30,2.0,360000
32,2.0,370000
33,1.0,380000
34,1.0,390000
36,2.0,400000
37,1.0,410000
40,3.0,420000
41,1.0,430000
44,3.0,440000
46,2.0,450000
49,3.0,460000
52,3.0,470000
54,2.0,480000
57,3.0,490000
60,3.0,500000
61,1.0,510000
65,4.0,520000
69,4.0,530000
71,2.0,540000
79,8.0,550000
89,10.0,560000
97,8.0,570000
105,8.0,580000
116,11.0,590000
130,14.0,600000
146,16.0,610000
165,19.0,620000
181,16.0,630000
214,33.0,640000
248,34.0,650000
293,45.0,660000
348,55.0,670000
427,79.0,680000
566,139.0,690000
705,139.0,700000
840,135.0,710000
970,130.0,720000
1110,140.0,730000
1252,142.0,740000
1410,158.0,750000
1560,150.0,760000
1709,149.0,770000
1864,155.0,780000
2012,148.0,790000
2173,161.0,800000
2333,160.0,810000
2492,159.0,820000
2651,159.0,830000
2795,144.0,840000
2955,160.0,850000
3113,158.0,860000
3257,144.0,870000
3416,159.0,880000
3575,159.0,890000
3735,160.0,900000
3891,156.0,910000
4025,134.0,920000
4185,160.0,930000
4342,157.0,940000
4500,158.0,950000
4659,159.0,960000
4818,159.0,970000
4978,160.0,980000
5128,150.0,990000
5287,159.0,1000000
5444,157.0,1010000
5603,159.0,1020000
5763,160.0,1030000
5923,160.0,1040000
6083,160.0,1050000
6243,160.0,1060000
6402,159.0,1070000
6561,159.0,1080000
6719,158.0,1090000
6874,155.0,1100000
7035,161.0,1110000
7194,159.0,1120000
7354,160.0,1130000
7514,160.0,1140000
7671,157.0,1150000
7830,159.0,1160000
7989,159.0,1170000
8147,158.0,1180000
8296,149.0,1190000
8448,152.0,1200000
8604,156.0,1210000
8764,160.0,1220000
8923,159.0,1230000
9083,160.0,1240000
9241,158.0,1250000
9400,159.0,1260000
9552,152.0,1270000
9710,158.0,1280000
9870,160.0,1290000
10028,158.0,1300000
10184,156.0,1310000
10339,155.0,1320000
10499,160.0,1330000
10657,158.0,1340000
10811,154.0,1350000
10971,160.0,1360000
11130,159.0,1370000
11290,160.0,1380000
11448,158.0,1390000
11605,157.0,1400000
11765,160.0,1410000
11923,158.0,1420000
12084,161.0,1430000
12243,159.0,1440000
12403,160.0,1450000
12544,141.0,1460000
12703,159.0,1470000
12863,160.0,1480000
13016,153.0,1490000
13175,159.0,1500000
13335,160.0,1510000
13493,158.0,1520000
13654,161.0,1530000
13815,161.0,1540000
13975,160.0,1550000
14135,160.0,1560000
14293,158.0,1570000
14454,161.0,1580000
14613,159.0,1590000
14771,158.0,1600000
14932,161.0,1610000
15090,158.0,1620000
15250,160.0,1630000
15409,159.0,1640000
15568,159.0,1650000
15726,158.0,1660000
15885,159.0,1670000
16045,160.0,1680000
16206,161.0,1690000
16356,150.0,1700000
16514,158.0,1710000
16674,160.0,1720000
16831,157.0,1730000
16989,158.0,1740000
17149,160.0,1750000
17308,159.0,1760000
17467,159.0,1770000
17626,159.0,1780000
17772,146.0,1790000
17932,160.0,1800000
18092,160.0,1810000
18250,158.0,1820000
18409,159.0,1830000
18566,157.0,1840000
18727,161.0,1850000
18887,160.0,1860000
19046,159.0,1870000
19205,159.0,1880000
19365,160.0,1890000
19516,151.0,1900000
19674,158.0,1910000
19834,160.0,1920000
19995,161.0,1930000
20152,157.0,1940000
20313,161.0,1950000
20475,162.0,1960000
20635,160.0,1970000
20794,159.0,1980000
20952,158.0,1990000
21111,159.0,2000000
