total reward,steps,episodes
33.0,10000,154
44.0,20000,294
48.0,30000,461
52.0,40000,628
86.0,50000,840
143.0,60000,1118
115.0,70000,1353
152.0,80000,1605
122.0,90000,1838
154.0,100000,2122
