steps,total reward,episodes
10000,17.0,175
20000,29.0,287
30000,29.0,393
40000,23.0,464
50000,34.0,558
60000,45.0,655
70000,43.0,763
80000,63.0,890
90000,61.0,998
100000,62.0,1108
